 Produção Ambulatorial do SUS - São Paulo - por local de atendimento
Qtd.apresentada por Procedimento e Ano/mês atendimento
Período:Jul/2026
"Procedimento";"2026/Abr";"2026/Mai";"2026/Jun";"2026/Jul";"Total"
"0304060089 QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA/LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT - 2¶Ý LINH";-;-;-;26;26
"0304060097 QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA/ LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT 3¶Ý LINHA";-;-;-;4;4
"0304060100 QUIMIOTERAPIA DE LEUCEMIA AGUDA/MIELODISPLASIA/ LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT - 4¶Ý LINH";-;-;-;2;2
"0304060119 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN GRAU INTERMEDIARIO OU ALTO - 2¶Ý LINHA";-;-;-;42;42
"0304060127 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN GRAU INTERMEDIARIO OU ALTO - 3¶Ý LINHA";-;1;3;19;23
"0304060135 QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE GRAU DE MALIGNIDADE INTERMEDIARIO OU ALTO - 1¶Ý LINHA";1;6;8;97;112
"0304060151 QUIMIOTERAPIA DE TUMOR GERMINATIVO EXTRA-GONADAL";-;-;-;6;6
"0304060160 QUIMIOTERAPIA DE TUMOR GERMINATIVO DE OVARIO";1;1;1;10;13
"0304060178 QUIMIOTERAPIA DE NEOPLASIA TROFOBLASTICA GESTACIONAL - BAIXO RISCO";-;-;-;7;7
"0304060186 QUIMIOTERAPIA DE NEOPLASIA TROFOBLASTICA GESTACIONAL - CORIOCARCINOMA DE BAIXO RISCO PERSISTENTE / A";-;-;1;4;5
"0304060208 QUIMIOTERAPIA DE TUMOR GERMINATIVO DE TESTICULO - 1¶Ý LINHA";-;3;12;94;109
"0304060216 QUIMIOTERAPIA DE TUMOR GERMINATIVO DE TESTICULO - 2¶Ý LINHA";-;-;-;19;19
"0304060224 QUIMIOTERAPIA DE LINFOMA DIFUSO DE GRANDES CELULAS B ? 1¶Ý LINHA";1;7;14;184;206
"0304060232 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA, LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE AG";1;6;21;196;224
"0304060240 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA , LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE A";-;3;8;97;108
"0304070017 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 1¶Ý LINHA";-;30;69;492;591
"0304070025 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 2¶Ý LINHA";1;5;5;103;114
"0304070033 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 4¶Ý LINHA";-;-;-;12;12
"0304070041 QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 3¶Ý LINHA";-;-;1;26;27
"0304070050 QUIMIOTERAPIA DE ALTA DOSE DE OSTEOSSARCOMA NA INFANCIA E ADOLESCENCIA";-;3;8;28;39
"0304070068 QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA , LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE A";1;11;31;226;269
"0304070076 .QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA, LEUCEMIA MIELOIDE AGUDA E LEUCEMIA PROMIELO";-;7;31;257;295
"0304070084 IMUNOTERAPIA EM CRIANCA OU ADOLESCENTE COM LEUCEMIA LINFOBLASTICA AGUDA (LLA) B";-;-;-;3;3
"0304070092 CUIDADOS COM O MATERIAL DE SUPORTE PARA INFUSAO DE IMUNOTERAPIA COM MOLECULA BISESPECIFICA ATIVADO";-;-;-;20;20
"0304080012 FATOR ESTIMULANTE DO CRESCIMENTO DE COLONIAS DE GRANULOCITOS / MACROFAGOS";1;11;37;986;1035
"0304080055 QUIMIOTERAPIA INTRA-TECAL";-;-;-;11;11
"0304080071 INIBIDOR DA OSTEOLISE";11;133;294;3094;3532
"0304080080 IMUNOTERAPIA COM MOLECULA BISPECIIFICA ATIVADORA DE CELULAS T PARA LEUCEMIA LINFOBLASTICA AGUDA (";-;-;-;41;41
"0304090050 IODOTERAPIA DE CARCINOMA DIFERENCIADO DE TIREOIDE( 30mCi)";-;-;-;2;2
"0304090069 IODOTERAPIA DE CARCINOMA DIFERENCIADO DE TIREOIDE( 50mCi)";-;-;-;8;8
"0305010018 DIALISE PERITONEAL INTERMITENTE DPI (1 SESSAO POR SEMANA -EXCEPCIONALIDADE)";-;-;-;12;12
"0305010026 DIALISE PERITONEAL INTERMITENTE DPI (MAXIMO 2 SESSOES POR SEMANA)";-;-;-;30;30
"0305010093 HEMODIALISE (MAXIMO 1 SESSAO POR SEMANA - EXCEPCIONALIDADE)";-;1;70;6086;6157
"0305010107 HEMODIALISE (MAXIMO 3 SESSOES POR SEMANA)";47;68;1180;332958;334253
"0305010115 HEMODIALISE EM PACIENTE COM SOROLOGIA POSITIVA PARA HIV E/OU HEPATITE B E/OU HEPATITE C (MAXIMO 3 S";13;-;43;13382;13438
"0305010123 HEMODIALISE EM PACIENTE COM SOROLOGIA POSITIVA PARA HIV E/OU HEPATITE B E/OU HEPATITE C (EXCEPCIONAL";-;-;2;186;188
"0305010166 MANUTENCAO E ACOMPANHAMENTO DOMICILIAR DE PACIENTE SUBMETIDO A DPA /DPAC";-;2;20;1687;1709
"0305010182 TREINAMENTO DE PACIENTE SUBMETIDO A DIALISE PERITONEAL - DPAC-DPA (9 DIAS)";-;-;1;83;84
"0305010204 HEMODIALISE PEDIATRICA (MAXIMO 04 SESSOES POR SEMANA)";-;-;194;612;806
"0305010212 IDENTIFICACAO DE PACIENTE SOB TRATAMENTO DIALITICO EM TRANSITO";-;-;1;20;21
"0305020056 TRATAMENTO DA DOENCA RENAL CRONICA - DRC";-;-;-;9;9
"0306010011 COLETA DE SANGUE P/ TRANSFUSAO";327;837;6394;54278;61836
"0306010020 COLETA DE SANGUE P/ TRANSFUSAO (C/ PROCESSADORA AUTOMATICA)";4;1;177;1677;1859
"0306010038 TRIAGEM CLINICA DE DOADOR (A) DE SANGUE";412;19;1865;65717;68013
"0306020017 AFERESE TERAPEUTICA";2;1;4;61;68
"0306020025 APLICACAO DE CONCENTRADO DO FATOR IX DA COAGULACAO.";-;11;12;63;86
"0306020033 APLICACAO DE FATOR VIII DE COAGULACAO";-;56;103;464;623
"0306020041 SANGRIA TERAPEUTICA";17;49;101;1257;1424
"0306020050 TRANSFUSAO DE CONCENTRADO DE GRANULOCITOS";-;-;-;2;2
"0306020068 TRANSFUSAO DE CONCENTRADO DE HEMACIAS";13;74;416;6392;6895
"0306020076 TRANSFUSAO DE CONCENTRADO DE PLAQUETAS";7;21;111;1191;1330
"0306020084 TRANSFUSAO DE CRIOPRECIPITADO";-;-;3;224;227
"0306020092 TRANSFUSAO DE PLAQUETAS POR AFERESE";10;16;-;414;440
"0306020106 TRANSFUSAO DE PLASMA FRESCO";19;-;11;405;435
"0306020122 TRANSFUSAO DE SANGUE / COMPONENTES IRRADIADOS";95;105;102;1124;1426
"0306020130 TRANSFUSAO DE SUBSTITUICAO / TROCA (EXSANGUINEOTRANSFUSAO)";-;-;2;15;17
"0306020149 TRANSFUSAO DE UNIDADE DE SANGUE TOTAL";-;-;-;18;18
"0306020165 APLICACAO DE CONCENTRADO DE FATOR VIII PARA DOENCA DE VON WILLEBRAND";-;6;5;8;19
"0306020173 APLICACAO DE CONCENTRADO DO FATOR DE VII ATIVADO RECOMBINANTE";-;-;2;14;16
"0306020181 APLICACAO DE CONCENTRADO DO FATOR XIII DA COAGULACAO";-;-;-;12;12
"0306020190 APLICACAO DO COMPLEXO PROTROMBINICO";-;-;1;7;8
"0306020203 APLICACAO DE COMPLEXO PROTROMBINICO PARCIALMENTE ATIVADO";-;-;-;10;10
"0306020211 APLICACAO DE CONCENTRADO DE FATOR I - FIBRINOGENIO";-;6;8;3;17
"0307010015 CAPEAMENTO PULPAR";-;34;60;9438;9532
"0307010031 RESTAURACAO DE DENTE PERMANENTE ANTERIOR COM RESINA COMPOSTA";3;55;115;38341;38514
"0307010058 TRATAMENTO DE NEVRALGIAS FACIAIS";-;-;23;2709;2732
"0307010066 TRATAMENTO INICIAL DO DENTE TRAUMATIZADO";-;-;3;1225;1228
"0307010074 TRATAMENTO RESTAURADOR ATRAUMATICO (TRA/ART)";4;9;284;18042;18339
"0307010082 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM RESINA COMPOSTA";1;-;14;3936;3951
"0307010090 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM AMALGAMA";-;-;-;376;376
"0307010104 RESTAURACAO DE DENTE DECIDUO POSTERIOR COM IONOMERO DE VIDRO";-;-;27;7961;7988
"0307010112 RESTAURACAO DE DENTE DECIDUO ANTERIOR COM RESINA COMPOSTA.";-;-;3;2287;2290
"0307010120 RESTAURACAO DE DENTE PERMANENTE POSTERIOR COM RESINA COMPOSTA";20;10;195;71626;71851
"0307010139 RESTAURACAO DE DENTE PERMANENTE POSTERIOR COM AMALGAMA";-;-;6;3461;3467
"0307010147 ADEQUACAO DO COMPORTAMENTO DA PESSOA COM DEFICIENCIA";-;-;1;1648;1649
"0307010155 ADEQUACAO DO COMPORTAMENTO DE CRIANCAS";-;-;8;4339;4347
"0307020010 ACESSO A POLPA DENTARIA E MEDICACAO (POR DENTE)";2;10;305;31953;32270
"0307020029 CURATIVO DE DEMORA C/ OU S/ PREPARO BIOMECANICO";-;4;154;25643;25801
"0307020037 TRATAMENTO ENDODONTICO DE DENTE DECIDUO";-;-;8;582;590
"0307020045 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE BIRRADICULAR";-;-;-;1208;1208
"0307020053 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE COM TRES OU MAIS RAIZES";-;-;7;2252;2259
"0307020061 TRATAMENTO ENDODONTICO DE DENTE PERMANENTE UNIRRADICULAR";-;-;3;1389;1392
"0307020070 PULPOTOMIA DENTARIA";-;6;59;4334;4399
"0307020088 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE BI-RADICULAR";-;-;-;85;85
"0307020096 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE COM 3 OU MAIS RAIZES";-;-;2;87;89
"0307020100 RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE UNI-RADICULAR";-;-;2;65;67
"0307020118 SELAMENTO DE PERFURACAO RADICULAR";-;-;3;366;369
"0307030024 RASPAGEM ALISAMENTO SUBGENGIVAIS (POR SEXTANTE)";-;195;60;34476;34731
"0307030032 RASPAGEM CORONO-RADICULAR (POR SEXTANTE)";-;19;289;21383;21691
"0307030040 PROFILAXIA / REMOCAO DA PLACA BACTERIANA";1;88;180;52128;52397
"0307030059 RASPAGEM ALISAMENTO E POLIMENTO SUPRAGENGIVAIS (POR SEXTANTE)";11;124;496;189257;189888
"0307030067 TRATAMENTO DE GENGIVITE ULCERATIVA NECROSANTE AGUDA (GUNA)";-;-;-;169;169
"0307030075 TRATAMENTO DE LESOES DA MUCOSA ORAL";-;-;1;1851;1852
"0307030083 TRATAMENTO DE PERICORONARITE";-;-;42;1203;1245
"0307040011 COLOCACAO DE PLACA DE MORDIDA";-;-;4;355;359
"0307040062 MANUTENCAO PERIODICA DE PROTESE BUCO-MAXILO-FACIAL";-;-;-;709;709
"0307040070 MOLDAGEM DENTO-GENGIVAL P/ CONSTRUCAO DE PROTESE DENTARIA";-;-;31;10359;10390
"0307040089 REEMBASAMENTO E CONSERTO DE PROTESE DENTARIA";-;-;11;1152;1163
"0307040100 INSTALACAO DE PROTESE EM PACIENTES COM ANOMALIAS CRANIO E BUCOMAXILOFACIAL";-;-;5;17;22
"0307040119 INSTALACAO DE APARELHO ORTODONTICO/ORTOPEDICO FIXO";-;-;7;218;225
"0307040127 MANUTENCAO/CONSERTO DE APARELHO ORTODONTICO/ORTOPEDICO";1;-;63;4777;4841
"0307040135 CIMENTACAO DE PROTESE DENTARIA";-;-;10;868;878
"0307040143 ADAPTACAO DE PROTESE DENTARIA";-;-;30;10095;10125
"0307040151 AJUSTE OCLUSAL";1;19;190;19090;19300
"0307040160 INSTALACAO DE PROTESE DENTARIA";7;-;13;11371;11391
"0307040178 MOLDAGEM DENTO-GENGIVAL COM FINALIDADE ORTODONTICA";-;-;5;332;337
"0307040186 ESCANEAMENTO INTRAORAL";-;-;-;655;655
"0307040194 PLANEJAMENTO DE PROTESE DENTARIA E BUCOMAXILOFACIAL EM FLUXO DIGITAL";-;-;-;8;8
"0307050017 FOTOBIOMODULACAO A LASER DE BAIXA POTENCIA PARA O TRATAMENTO DA MUCOSITE ORAL RADIOINDUZIDA E/OU Q";-;-;1;1188;1189
"0309020018 HIPERSENSIBILIZACAO ESPECIFICA (POR TRATAMENTO COMPLETO)";-;-;-;154;154
"0309020026 HIPOSENSIBILIZACAO C/ PRODUTOS AUTOGENOS (POR TRATAMENTO COMPLETO)";-;-;-;149;149
"0309020034 HIPOSENSIBILIZACAO INESPECIFICA (POR TRATAMENTO COMPLETO)";-;-;-;455;455
"0309030013 CATETERISMO EVACUADOR DE BEXIGA";7;3;12;2196;2218
"0309030021 CATETERISMO DE CANAIS EJACULADORES";-;-;-;43;43
"0309030030 CAUTERIZACAO QUIMICA DE BEXIGA";-;-;-;13;13
"0309030048 CRIOCAUTERIZACAO / ELETROCOAGULACAO DE COLO DE UTERO";-;1;1;115;117
"0309030056 DILATACAO DE URETRA (POR SESSAO)";5;6;103;296;410
"0309030064 DILATACAO ENDOSCOPICA UNI / BILATERAL";-;-;-;4;4
"0309030080 INSTILACAO DE BEXIGA";5;-;-;32;37
"0309030102 LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE - TRATATAMENTO SUBSEQUENTE EM 1 REGIAO RENAL)";-;-;27;363;390
"0309030110 LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE - TRATATAMENTO SUBSEQUENTE EM 2 REGIOES RENAIS)";-;-;19;447;466
"0309030129 LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE PARCIAL / COMPLETA EM 1 REGIAO RENAL)";-;-;80;1327;1407
"0309030137 LITOTRIPSIA EXTRACORPOREA (ONDA DE CHOQUE PARCIAL / COMPLETA EM 2 REGIOES RENAIS)";-;-;22;890;912
"0309030145 MASSAGEM DE PROSTATA (POR SESSAO)";-;-;-;13;13
"0309040027 CARDIOVERSAO ELETRICA";2;-;11;69;82
"0309050014 SESSAO DE ACUPUNTURA APLICACAO DE VENTOSAS / MOXA";-;-;-;1198;1198
"0309050022 SESSAO DE ACUPUNTURA COM INSERCAO DE AGULHAS";-;228;636;16811;17675
"0309050030 SESSAO DE ELETROACUPUNTURA/LASER ACUPUNTURA";-;52;129;8199;8380
"0309050049 SESSAO DE AURICULOTERAPIA";-;1;173;40320;40494
"0309050057 SESSAO DE MASSOTERAPIA";-;-;-;1942;1942
"0309050065 TRATAMENTO TERMAL/CRENOTERAPICO";-;-;-;24;24
"0309050073 TRATAMENTO NATUROPATICO";-;-;-;53;53
"0309050081 TRATAMENTO OSTEOPATICO";-;-;-;296;296
"0309050090 TRATAMENTO QUIROPRATICO";-;-;-;77;77
"0309050120 SESSAO DE AROMATERAPIA";-;-;-;1301;1301
"0309050138 SESSAO DE CROMOTERAPIA";-;-;1;578;579
"0309050146 SESSAO DE GEOTERAPIA";-;-;-;209;209
"0309050154 SESSAO DE HIPNOTERAPIA";-;-;-;8;8
"0309050162 SESSAO DE IMPOSICAO DE MAOS";2;-;8;671;681
"0309050170 SESSAO DE OZONIOTERAPIA APLICADA A ODONTOLOGIA";-;-;-;1;1
"0309050189 SESSAO DE TERAPIA DE FLORAIS";-;-;-;51;51
"0309050197 TRATAMENTO HOMEOPATICO";-;-;6;614;620
"0309050200 TRATAMENTO FITOTERAPICO";-;-;-;868;868
"0309050219 TRATAMENTO ANTROPOSOFICO";-;-;-;44;44
"0309050227 TRATAMENTO AYURVEDICO";-;-;-;16;16
"0309050235 TRATAMENTO EM MEDICINA TRADICIONAL CHINESA";-;-;-;69;69
"0309050243 SESSAO DE SHANTALA";-;-;-;34;34
"0309070015 TRATAMENTO ESCLEROSANTE NAO ESTETICO DE VARIZES DOS MEMBROS INFERIORES (UNILATERAL)";1;1;9;2043;2054
"0309070023 TRATAMENTO ESCLEROSANTE NAO ESTETICO DE VARIZES DOS MEMBROS INFERIORES (BILATERAL)";-;2;4;3532;3538
"0310010012 ASSISTENCIA AO PARTO SEM DISTOCIA";-;-;-;10;10
"0311010016 ATENDIMENTO MULTIPROFFISSIONAL EM CUIDADOS PALIATIVO NA ATENCAO ESPECIALIZADA";-;-;-;29;29
"0311010024 ATENCAO MULTIPROFISSIONAL EM CUIDADOS PALIATIVOS NA ATENCAO PRIMARIA";-;-;-;11;11
"0311020038 ATIVIDADE EDUCATIVA EM CUIDADOS PALIATIVOS COM GRUPO DE FAMILIARES DE PACIENTES";-;-;-;16;16
"0401010015 CURATIVO GRAU II C/ OU S/ DEBRIDAMENTO";21;462;3025;56376;59884
"0401010031 DRENAGEM DE ABSCESSO";44;-;27;2251;2322
"0401010040 ELETROCOAGULACAO DE LESAO CUTANEA";1;9;290;6495;6795
"0401010058 EXCISAO DE LESAO E/OU SUTURA DE FERIMENTO DA PELE ANEXOS E MUCOSA";20;222;674;16856;17772
"0401010066 EXCISAO E/OU SUTURA SIMPLES DE PEQUENAS LESOES / FERIMENTOS DE PELE / ANEXOS E MUCOSA";76;71;118;10397;10662
"0401010074 EXERESE DE TUMOR DE PELE E ANEXOS / CISTO SEBACEO / LIPOMA";4;192;420;9513;10129
"0401010082 FRENECTOMIA/FRENOTOMIA.";1;11;7;384;403
"0401010090 FULGURACAO / CAUTERIZACAO QUIMICA DE LESOES CUTANEAS";408;940;553;8973;10874
"0401010104 INCISAO E DRENAGEM DE ABSCESSO";3;2;27;967;999
"0401010112 RETIRADA DE CORPO ESTRANHO SUBCUTANEO";3;2;13;712;730
"0401010120 RETIRADA DE LESAO POR SHAVING";6;39;161;3787;3993
"0401010139 TRATAMENTO CIRURGICO DE FISTULA DO PESCOCO (POR APROXIMACAO)";-;1;-;1;2
"0401020088 EXERESE DE CISTO SACRO-COCCIGEO";-;-;-;2;2
"0401020150 TRATAMENTO CIRURGICO DO SINUS PRE-AURICULAR";-;-;1;-;1
"0401020177 CIRURGIA DE UNHA (CANTOPLASTIA)";-;1;1;140;142
"0403050014 ALCOOLIZACAO DE NERVO CRANIANO";-;-;-;1;1
"0403050022 NEUROLISE DO TRIGEMEO COM GLICEROL";-;-;-;9;9
"0403050081 NEUROTOMIA PERCUTANEA DE NERVOS PERIFERICOS POR AGENTES QUIMICOS";60;11;275;658;1004
"0404010016 ADENOIDECTOMIA";-;-;-;2;2
"0404010059 DRENAGEM DE ABSCESSO FARINGEO";-;-;-;3;3
"0404010075 DRENAGEM DE FURUNCULO NO CONDUTO AUDITIVO EXTERNO";-;9;-;5;14
"0404010091 DUCHA DE POLITZER (UNI / BILATERAL)";-;-;-;166;166
"0404010121 EXERESE DE TUMOR DE VIAS AEREAS SUPERIORES, FACE E PESCOCO";-;-;-;1;1
"0404010156 INFILTRACAO MEDICAMENTOSA EM CORNETO INFERIOR";-;13;-;40;53
"0404010253 PARACENTESE DO TIMPANO";-;1;-;94;95
"0404010261 PUNCAO TRANSMEATICA DO SEIO MAXILAR (UNILATERAL)";-;-;-;4;4
"0404010270 REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL";20;18;127;8122;8287
"0404010296 RESSECCAO DE SINEQUIAS";-;-;-;93;93
"0404010300 RETIRADA DE CORPO ESTRANHO DA CAVIDADE AUDITIVA E NASAL";2;-;3;360;365
"0404010318 RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ";-;-;7;444;451
"0404010342 TAMPONAMENTO NASAL ANTERIOR E/OU POSTERIOR";-;-;5;299;304
"0404010369 TIMPANOTOMIA P/ TUBO DE VENTILACAO";-;-;-;22;22
"0404010393 TRATAMENTO CIRURGICO DE PERICONDRITE DE PAVILHAO";-;-;1;2;3
"0404010440 ANTROSTOMIA DE MAXILA INTRANASAL";-;-;-;2;2
"0404020038 CORRECAO CIRURGICA DE FISTULA ORO-NASAL / ORO-SINUSAL";-;-;1;3;4
"0404020054 DRENAGEM DE ABSCESSO DA BOCA E ANEXOS";-;-;31;1944;1975
"0404020089 EXCISAO DE RANULA OU FENOMENO DE RETENCAO SALIVAR";-;-;-;5;5
"0404020097 EXCISAO E SUTURA DE LESAO NA BOCA";3;3;22;1090;1118
"0404020100 EXCISAO EM CUNHA DE LABIO";-;-;-;4;4
"0404020313 RETIRADA DE CORPO ESTRANHO DOS OSSOS DA FACE";-;-;-;3;3
"0404020445 CONTENCAO DE DENTES POR SPLINTAGEM";-;-;-;28;28
"0404020488 OSTEOTOMIA DAS FRATURAS ALVEOLO-DENTARIAS";-;-;-;72;72
"0404020577 REDUCAO DE FRATURA ALVEOLO-DENTARIA SEM OSTEOSSINTESE";-;-;-;6;6
"0404020615 REDUCAO DE LUXACAO TEMPORO-MANDIBULAR";-;-;2;45;47
"0404020623 RETIRADA DE MATERIAL DE SINTESE OSSEA / DENTARIA";-;-;5;24;29
"0404020631 RETIRADA DE MEIOS DE FIXACAO MAXILO-MANDIBULAR";-;6;2;2;10
"0404020674 RECONSTRUCAO PARCIAL DO LABIO TRAUMATIZADO";-;-;-;8;8
"0405010010 CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO";4;2;9;62;77
"0405010028 CORRECAO CIRURGICA DE EPICANTO E TELECANTO";-;-;-;32;32
"0405010036 DACRIOCISTORRINOSTOMIA";-;2;-;5;7
"0405010044 DRENAGEM DE ABSCESSO DE PALPEBRA";-;-;-;1;1
"0405010052 EPILACAO A LASER";-;9;1;101;111
"0405010060 EPILACAO DE CILIOS";-;1;-;269;270
"0405010079 EXERESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS";16;6;22;223;267
"0405010109 OCLUSAO DE PONTO LACRIMAL";-;2;1;7;10
"0405010117 RECONSTITUICAO DE CANAL LACRIMAL";-;-;-;8;8
"0405010125 RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA";-;1;1;61;63
"0405010141 SIMBLEFAROPLASTIA";1;4;8;147;160
"0405010168 SONDAGEM DE VIAS LACRIMAIS";1;-;-;269;270
"0405010176 SUTURA DE PALPEBRAS";2;1;2;99;104
"0405010184 TRATAMENTO CIRURGICO DE BLEFAROCALASE";5;12;39;1625;1681
"0405010192 TRATAMENTO CIRURGICO DE TRIQUIASE C/ OU S/ ENXERTO";-;1;2;27;30
"0405010206 PUNCTOPLASTIA";-;-;-;2;2
"0405020015 CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS)";-;-;-;8;8
"0405020023 CORRECAO CIRURGICA DO ESTRABISMO (ATE 2 MUSCULOS)";-;1;-;13;14
"0405030037 CRIOTERAPIA OCULAR";1;-;-;8;9
"0405030045 FOTOCOAGULACAO A LASER";1;70;230;5784;6085
"0405030053 INJECAO INTRA-VITREO";-;107;195;1470;1772
"0405030070 RETINOPEXIA COM INTROFLEXAO ESCLERAL";-;-;3;13;16
"0405030096 SUTURA DE ESCLERA";-;-;-;56;56
"0405030100 TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE ESCLERA";-;-;-;30;30
"0405030118 TRATAMENTO CIRURGICO DE MIIASE PALPEBRAL";-;-;-;1;1
"0405030134 VITRECTOMIA ANTERIOR";-;2;12;77;91
"0405030150 VITRIOLISE A YAG LASER";-;-;-;1;1
"0405030193 PAN-FOTOCOAGULACAO DE RETINA A LASER";-;24;95;554;673
"0405030215 RETINOPEXIA PNEUMATICA";-;-;1;19;20
"0405030223 REMOCAO DE OLEO DE SILICONE";-;3;2;60;65
"0405040075 EVISCERACAO DE GLOBO OCULAR";-;-;1;1;2
"0405040105 EXPLANTE DE LENTE INTRA OCULAR";-;1;1;7;9
"0405040130 INJECAO RETROBULBAR / PERIBULBAR";-;-;-;252;252
"0405040199 TRATAMENTO CIRURGICO DE XANTELASMA";-;1;-;67;68
"0405040202 TRATAMENTO DE PTOSE PALPEBRAL";14;3;20;549;586
"0405040210 REPOSICIONAMENTO DE LENTE INTRAOCULAR";-;1;2;31;34
"0405050020 CAPSULOTOMIA A YAG LASER";1;157;419;7470;8047
"0405050038 CAUTERIZACAO DE CORNEA";-;3;1;22;26
"0405050046 CICLOCRIOCOAGULACAO / DIATERMIA";-;4;8;22;34
"0405050070 CORRECAO CIRURGICA DE HERNIA DE IRIS";-;-;-;3;3
"0405050089 EXERESE DE TUMOR DE CONJUNTIVA";-;-;7;215;222
"0405050097 FACECTOMIA COM IMPLANTE DE LENTE INTRA-OCULAR";-;-;4;95;99
"0405050100 FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR";-;1;7;34;42
"0405050119 FACOEMULSIFICACAO COM IMPLANTE DE LENTE INTRA-OCULAR RIGIDA";-;-;42;141;183
"0405050127 FOTOTRABECULOPLASTIA A LASER";-;-;1;131;132
"0405050143 IMPLANTE INTRA-ESTROMAL";-;-;3;176;179
"0405050151 IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO";1;3;3;41;48
"0405050160 INJECAO SUBCONJUTIVAL / SUBTENONIANA";1;-;-;73;74
"0405050178 IRIDECTOMIA CIRURGICA";-;-;-;110;110
"0405050194 IRIDOTOMIA A LASER";-;-;34;723;757
"0405050208 PARACENTESE DE CAMARA ANTERIOR";2;3;7;159;171
"0405050216 RECOBRIMENTO CONJUNTIVAL";-;-;1;55;56
"0405050224 RECONSTITUICAO DE FORNIX CONJUNTIVAL";-;-;-;40;40
"0405050240 RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO OLHO";-;1;2;40;43
"0405050259 RETIRADA DE CORPO ESTRANHO DA CORNEA";-;63;97;1552;1712
"0405050267 SINEQUIOLISE A YAG LASER";-;-;-;21;21
"0405050283 SUBSTITUICAO DE LENTE INTRA-OCULAR";-;-;-;25;25
"0405050291 SUTURA DE CONJUNTIVA";4;2;2;163;171
"0405050305 SUTURA DE CORNEA";1;-;5;135;141
"0405050321 TRABECULECTOMIA";9;1;40;246;296
"0405050364 TRATAMENTO CIRURGICO DE PTERIGIO";-;16;79;3220;3315
"0405050372 FACOEMULSIFICACAO COM IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL";1;62;1196;17980;19239
"0405050399 TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE CORNEA";-;-;-;30;30
"0405050402 RADIACAO PARA CROSS LINKING CORNEANO";-;-;-;114;114
"0406020094 DISSECCAO DE VEIA / ARTERIA";-;-;3;64;67
"0406020132 EXCISAO E SUTURA DE HEMANGIOMA";-;-;-;44;44
"0406020140 EXCISAO E SUTURA DE LINFANGIOMA / NEVUS";-;4;142;582;728
"0406020205 LINFADENECTOMIA PROFUNDA";-;-;-;1;1
"0406020620 RETIRADA DE CATETER DE LONGA PERMANENCIA SEMI OU TOTALMENTE IMPLANTAVEL";3;6;4;61;74
"0407010246 RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA";-;-;2;62;64
"0407010254 RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA";-;11;128;2807;2946
